# Total Kinetic Energy: 99525.80341388176 J
# Total Potential Energy: -298.20883370967107 J
# Total Energy: 99227.5945801721 J
# mass x y z vx vy vz ax ay az
2.000000000000000111e-01 1.178194824288366416e+00 -1.315713527859715182e+00 4.010823662324706440e+00 3.805178419374934951e-01 -9.351868686306685774e-01 2.094161351496013790e+00 -8.966043962736165440e-01 6.963139999641968503e-01 -4.318718804335897610e-01
2.000000000000000111e-01 1.527639039908974761e+00 6.702556408512629460e+00 3.343740365315570173e+00 9.678655733307069964e-01 2.557513621602480747e+00 2.400345305365868764e+00 -8.638420432590800946e-01 7.477608111009810266e-01 -8.297878829518955390e-01
2.000000000000000111e-01 -7.225603333293687536e-01 1.386970705641539015e+00 9.787047099660561855e+00 3.740748916938964053e-01 4.828928562989774353e-01 5.463226138299578594e+00 9.641895495286434414e-01 -7.350472763951455546e-01 1.373103499606344924e+00
2.000000000000000111e-01 2.450454441147179807e+00 1.541891260226324611e+00 3.601107070527127529e+00 3.789617874050992263e-01 2.952606179854086133e+00 -6.451318844144951492e-02 -5.460842563394595617e-01 -1.562379614909943371e+00 1.380396280783603880e+00
2.000000000000000111e-01 -1.237802854584370227e+00 -1.916044879539097856e+00 6.170778994816850105e-02 -3.168736230998038916e+00 -4.233368500035198934e-01 -2.263273411671559820e+00 8.297013594807493009e-01 2.265106253250432911e+00 9.937754100366300372e-03
2.000000000000000111e-01 -1.596269059328774986e+01 -3.480855906361693286e+01 1.097691887111948539e+01 -1.069255319312727082e+01 -2.195931982185804188e+01 7.468670490668325002e+00 5.503421260199654018e-03 -6.324108284545006953e-01 -1.983938834140225038e-01
2.000000000000000111e-01 1.485703833351090575e+00 4.653702320880827026e-01 -1.332488709099365121e+00 1.034532624470128725e+00 -1.333086653649102171e+00 1.893620068175336124e+00 1.185290918075305733e+00 1.180817650969794297e+00 4.342061600991873882e-01
2.000000000000000111e-01 1.481961276328706223e+00 3.884486459449967732e+00 5.766768160237197627e+00 -6.330146119960569084e-01 4.679753643613266956e-01 2.844262540542826123e+00 6.301270386930696299e-01 -1.153803380428851000e+00 -5.839674396223903247e-02
2.000000000000000111e-01 9.507600683425274646e-01 -5.169586049371990288e-01 8.228146052525664444e+00 -1.536434882683430869e+00 1.082794768716845990e+00 2.975701724978373264e+00 4.819874889720659472e-01 6.233897045599963160e-01 7.806367264006173201e-01
2.000000000000000111e-01 -4.554315189846224854e+00 -7.514771572003605904e+00 -9.779118648643784439e+00 -2.583883767818827337e+00 -4.119484446352959850e+00 -5.373137723709056957e+00 -5.073469463042808991e-01 -1.432177634536540234e+00 -5.631686098712457289e-01
2.000000000000000111e-01 -3.284253934943247577e-01 -6.454076627415861189e-01 -5.945343380921603860e-01 2.904839672136735551e+00 1.353009729428946262e+00 -1.000997140650839556e+00 1.112131061580115432e+00 -1.326002105085030414e-01 1.219961580377953547e+00
2.000000000000000111e-01 -2.448176104657079932e+01 -4.264808107332134668e+00 2.150455946222703218e+01 -2.224610646821043503e+01 -4.440328892790955884e+00 1.944302084384977292e+01 2.699041547263745788e-01 1.989345446514553695e+00 -2.737681246386168277e-01
2.000000000000000111e-01 -2.754968443200958461e+00 2.221339820748074345e+00 5.149404801526830333e+00 4.733537194926751845e-01 -4.624971884490323148e-01 2.631337687033129313e+00 -2.937911826042545194e+00 1.305695967249574041e+00 3.492309820269403620e-01
2.000000000000000111e-01 9.082014092680330108e+00 -1.372641442585726956e+00 -7.556818532728750704e-01 6.190956470414016977e+00 -6.223573082759007447e-01 -4.386382832707929613e-01 -7.536403006720584496e-01 -1.568655641053418592e-01 -1.413495907973157106e-01
2.000000000000000111e-01 3.557940070717656056e+00 -2.380172693714872612e+00 -3.681577634960173651e+00 1.119209407038598725e+00 2.428899669201103062e-01 -1.456600179907460380e+00 1.119353522796681794e-01 2.620936284584423070e+00 4.785062303361312108e-01
2.000000000000000111e-01 1.810093031069612390e+00 1.924890480329905884e+01 -2.351311484958515763e+01 1.127482885644357946e+00 1.338683622535683071e+01 -1.619028519038016611e+01 2.322625098397875565e+00 9.424909421025224887e-01 3.856692653494809275e-01
2.000000000000000111e-01 -1.403345633863195374e+01 -1.275524943012416301e+01 1.425480602248969753e+01 -1.086970741842676880e+01 -9.855856211309760084e+00 1.048393435663338913e+01 -7.799893016850598104e-02 -3.623660123757801999e-01 9.463559795580524237e-02
2.000000000000000111e-01 -1.082304993971295592e-01 1.138926427009678166e+00 -1.846424680494606729e+00 3.642077013182673184e+00 -6.261377333697377701e-01 -2.179800587816134172e+00 -2.822203611955039215e-01 -3.743734202435109598e-02 6.932200910895870427e-01
2.000000000000000111e-01 1.256456709479158440e-01 1.697341172224170025e+00 4.190885106790795511e+00 7.632322129916258469e+00 7.271660977230490985e+00 7.367268237609235548e+00 1.092051761507943697e+00 -1.776818162249802213e-01 -1.957260997796935964e+00
2.000000000000000111e-01 -4.948770540539061180e+00 4.339591622852337238e+00 4.646200519229671144e+00 -1.651372709512465953e+00 2.941913998463842272e+00 2.800179201799388284e+00 -1.664407931597272627e-01 -9.650068241224063481e-01 3.546644428898021451e-01
2.000000000000000111e-01 -3.020129718726820123e+00 -2.161774338587614697e+00 -9.389479454162300565e-01 -2.576906139422109998e+00 -5.912665806205505525e+00 -9.523038993648556882e+00 1.614489561108785332e-01 -5.663598480014984116e-01 -1.317715235282914538e-02
2.000000000000000111e-01 -7.629572199834464996e+00 1.165961358825607164e+01 1.830543150655573825e+01 -5.206541517206725977e+00 7.448061064835249212e+00 1.195451675818752513e+01 6.295661757179298323e-01 -1.537997823929941443e+00 3.874429109039332908e-01
2.000000000000000111e-01 -1.266586585887857330e+00 6.380027386499750319e-01 -9.596524273475970368e-01 1.905784144006287262e+00 1.397235325239543302e+00 -1.988932614076508898e+00 1.218003542201554712e+00 2.790102563485865605e-01 -9.241176421201500180e-01
2.000000000000000111e-01 -2.384194858286610985e-01 -3.740402581743804689e-01 -1.004954428372797803e+00 4.163440297900153020e+00 -6.168244717464304028e-01 4.989460069181486546e+00 1.613871496129092753e+00 6.812046624892643676e-01 -6.590206085151249261e-03
2.000000000000000111e-01 -1.069438106265893307e+00 -4.436801618680314974e+00 -3.347219561083934369e+00 -1.475623708519931743e+00 -3.984570549075601154e-01 -1.164439135253279911e+00 -5.432097655884298160e-01 8.423833018329252020e-01 -1.494328948952003411e-01
2.000000000000000111e-01 5.647013751441281926e+00 -4.460212220671266437e+00 -1.145469469763793491e+01 3.323399509774222160e+00 -9.741440572063480019e-01 -6.658383911578813930e+00 -8.719875287864491120e-02 -3.539668042882763155e-01 5.144601091997094144e-01
2.000000000000000111e-01 -7.935137151318450988e-01 -2.913165610277527739e-01 -1.893768774559940304e+00 2.256584367562347371e+00 1.636975825548804830e-01 4.612775127801869601e+00 2.974928503074385500e-01 1.880010619296722807e-01 1.301228515883393833e+00
2.000000000000000111e-01 -5.556678216866345332e-01 -8.001090370988692690e-01 -1.307968918354503129e+00 -5.442843032156819305e+00 1.156140792134160433e+00 -3.190775304565759196e+00 9.941663314276857899e-02 -1.730516482962342284e+00 1.597179739205750515e+00
2.000000000000000111e-01 -1.417923617791446489e+00 -1.266560389332510361e+00 -7.867103638921941755e-01 -1.932151822120153462e+00 -3.683161803287651637e+00 -9.590878956831354607e-01 3.571589793730877149e-01 5.647964869292386725e-01 -5.523340820094913006e-01
2.000000000000000111e-01 -7.018050068831899191e-01 -2.358568959737713744e+00 1.090301998969146480e+00 3.157969452623647477e+00 -3.426679825651550715e+00 1.721438652052672102e+00 -1.931708422166933392e-01 -5.189179524242124586e-01 -1.345254381590285479e-02
2.000000000000000111e-01 -1.014977683154602905e+00 7.556682555426008641e-02 -2.081183122606873603e-01 3.791045891357590847e+00 -2.610178252898156970e+00 1.670342079002828495e+00 -9.242347930784594601e-01 7.576997478856134505e-02 -1.392233521600583779e-01
2.000000000000000111e-01 -3.327461816391255933e+00 -1.340042491533009361e+00 -3.133066387976971789e+00 8.036530844843997601e-01 8.881561922994337666e-01 4.463917755048223412e-01 5.957694771162939107e-01 6.344032431227376589e-01 1.694406892158661637e-01
2.000000000000000111e-01 1.541779820494254327e+00 -1.251064063311227326e+00 5.542308149803914397e+00 2.119146570186465794e+00 3.080592740521973516e-01 2.198848364765934260e+00 -1.336421660492691510e+00 -7.612067198992983341e-01 -2.184442207875056940e-01
2.000000000000000111e-01 -1.783149540649800002e+01 9.839766985402974342e+00 1.537881103395267290e+00 -1.427601402728530999e+01 7.865859288845197028e+00 4.731790237339528749e-01 1.830918505940636765e+00 1.181604583309558532e+00 -1.100132766297575060e+00
2.000000000000000111e-01 1.356449946772343829e+01 -1.135878371053123059e+00 -1.618999481100048099e+00 9.379426421877122166e+00 -4.164951599065379040e-01 -1.047818394761214744e+00 4.857270106093193318e-01 7.824859205214137470e-01 6.107351836588704730e-01
2.000000000000000111e-01 4.140119110543106551e+00 2.208012192858790801e+00 -1.299662731558048234e+00 2.567891682728405955e-01 6.118578920719498493e-01 6.814741286319335734e-01 -4.083798253849345583e-01 9.460632332611424999e-01 1.022129414245795065e+00
2.000000000000000111e-01 -1.127707898303984635e+01 -2.255115524392146131e+00 -9.176978231820896781e+00 -6.709282537824837078e+00 -1.012154545125686589e+00 -5.386673402878380479e+00 -2.107969015098144078e-02 4.127555384102606084e-02 1.096106413350836695e+00
2.000000000000000111e-01 -4.389012630343564481e-01 -9.149823515409176711e-01 -1.991444872199784166e+00 2.953542152543238597e+00 3.836169862478758574e+00 2.394323936410874154e+00 1.425218080926183295e-01 -2.681533460908795963e-01 1.418374357297791155e+00
2.000000000000000111e-01 2.620125258168701521e+01 -3.495467630156930294e+00 -1.495610978544538128e+01 1.691649329735594876e+01 -1.479585443803036027e+00 -8.884396182224627125e+00 -5.235611869307986721e-01 1.637598205090995407e-02 1.805484899473831950e+00
2.000000000000000111e-01 1.235259549889700104e+00 1.532709337499631008e+00 4.859977019419408073e+00 -7.851233802896677438e-02 2.572165830856238955e+00 3.784158264628394885e+00 -3.163202295495595173e-01 9.522321988995448294e-02 -9.461629756402882840e-01
2.000000000000000111e-01 -1.233667979408856086e+00 -2.512282944219077496e-01 -1.581910330105761098e+00 1.511974593665340150e+00 -3.844101756531475900e+00 -3.516376916486894988e+00 4.174437476093765254e-01 -1.380181655339153934e+00 7.162574535250282315e-01
2.000000000000000111e-01 8.823384556719078731e+00 8.829544984830794974e+00 5.930281783346389446e+00 5.960552891193847458e+00 6.010227730922673928e+00 4.485972083604280236e+00 4.525296649238253477e-01 3.344140889732000188e-01 -8.236417003079894439e-01
2.000000000000000111e-01 -3.598470699121631355e+01 -5.117189250213346696e+00 -1.141233719592542251e+01 -2.355598174124910571e+01 -3.194335875073912145e+00 -7.857697187726460974e+00 9.444238424574774582e-01 -3.599042377706139217e-01 -1.177655621319875223e+00
2.000000000000000111e-01 1.609370567315572265e-01 -2.531048729579373768e-01 4.729817620080482149e-02 1.905222172707903061e+00 -2.348862622405121670e+00 8.253026442575717159e-01 -7.094150650241234368e-01 -3.432787591816053863e-01 1.729752256166292357e+00
2.000000000000000111e-01 5.262141685132429636e+00 3.191513731794440201e+00 -7.921998893283964449e+00 2.019298735502160991e+00 1.876305608406303005e+00 -4.857342877820954641e+00 -1.396083541317549193e+00 8.191167938667391901e-01 -3.516869100966322215e-01
