# Total Kinetic Energy: 123320.81467329637 J
# Total Potential Energy: -572.8863671128404 J
# Total Energy: 122747.92830618353 J
# mass x y z vx vy vz ax ay az
2.000000000000000111e-01 1.529760048014200957e-01 -3.491084046561664378e-01 1.193810213017891364e+00 3.048561926873193162e+00 -3.445503742910977163e+00 4.883794559680721292e+00 -8.966043962736165440e-01 6.963139999641968503e-01 -4.318718804335897610e-01
2.000000000000000111e-01 5.513156424501113317e-01 3.067545905697297126e+00 9.027893636672202904e-01 1.049307454988944954e+00 5.959984121042302796e+00 2.858896912834233195e+00 -8.638420432590800946e-01 7.477608111009810266e-01 -8.297878829518955390e-01
2.000000000000000111e-01 -5.984033000085543508e-01 7.105376151867174306e-01 3.352756485352820448e+00 -1.154452671906701422e+00 1.256769315351574212e+00 9.173362438618228865e+00 9.641895495286434414e-01 -7.350472763951455546e-01 1.373103499606344924e+00
2.000000000000000111e-01 5.961699846090118271e-01 -1.691672790893244960e-02 2.802518163441372501e+00 4.948173431407669298e+00 1.348716669949144631e+00 4.144110827032396749e+00 -5.460842563394595617e-01 -1.562379614909943371e+00 1.380396280783603880e+00
2.000000000000000111e-01 5.516380401333956796e-01 9.890766565876825123e-01 4.475393969260367533e-02 5.047266364913726155e-01 -8.182926080390332535e-01 2.735519785165705819e+00 8.297013594807493009e-01 2.265106253250432911e+00 9.937754100366300372e-03
2.000000000000000111e-01 -5.875777678425109229e+00 -1.408236805953344373e+01 3.931745579080300868e+00 -1.080094497029169531e+01 -2.221660210019132364e+01 7.543316219149985180e+00 5.503421260199654018e-03 -6.324108284545006953e-01 -1.983938834140225038e-01
2.000000000000000111e-01 -1.219764665255261615e+00 -1.076487406817269621e+00 -1.158948267818224576e+00 7.585349566573920121e-01 1.770654424170104324e+00 -4.542425342633230612e-01 1.185290918075305733e+00 1.180817650969794297e+00 4.342061600991873882e-01
2.000000000000000111e-01 1.487782905074382711e+00 1.978935704988289634e+00 2.441113787900154986e+00 1.047832024596974332e+00 4.786967670700746247e+00 4.734130783673695220e+00 6.301270386930696299e-01 -1.153803380428851000e+00 -5.839674396223903247e-02
2.000000000000000111e-01 1.868255560587197772e+00 -1.042569288349678658e+00 3.815304077733027821e+00 4.789511332019914525e-01 2.362635966401874510e-01 7.448885092651631901e+00 4.819874889720659472e-01 6.233897045599963160e-01 7.806367264006173201e-01
2.000000000000000111e-01 -1.839813774571458449e+00 -3.311530680976521257e+00 -4.112976497319248637e+00 -3.511333312789094663e+00 -5.150870380748781230e+00 -7.207777876771428005e+00 -5.073469463042808991e-01 -1.432177634536540234e+00 -5.631686098712457289e-01
2.000000000000000111e-01 -7.437439872937422203e-02 -3.730817816356030159e-01 -2.484636956436553135e+00 -2.724605638059054424e+00 1.897033807494133528e+00 -1.775910406820022214e+00 1.112131061580115432e+00 -1.326002105085030414e-01 1.219961580377953547e+00
2.000000000000000111e-01 -3.408244416022991441e+00 -6.966981009964329230e-02 3.092713258387900677e+00 -2.301008343570052261e+01 -4.499965501929432676e+00 2.006367437056350767e+01 2.699041547263745788e-01 1.989345446514553695e+00 -2.737681246386168277e-01
2.000000000000000111e-01 -2.276782318657089466e+00 1.932776245021247785e+00 1.730591095975683391e+00 -1.665018453323331871e+00 2.065423803090141064e+00 5.046536680189675828e+00 -2.937911826042545194e+00 1.305695967249574041e+00 3.492309820269403620e-01
