# Total Kinetic Energy: 112234.66397946244 J
# Total Potential Energy: -250.0304718072459 J
# Total Energy: 111984.63350765519 J
# mass x y z vx vy vz ax ay az
2.000000000000000111e-01 1.280131223481546732e+00 -1.476792558358451579e+00 4.683732023685357682e+00 2.777743323344170623e-01 -1.353393859879442884e-01 2.155548595779680721e+00 -8.966043962736165440e-01 6.963139999641968503e-01 -4.318718804335897610e-01
2.000000000000000111e-01 1.814525392918541868e+00 7.407298739425459466e+00 4.074286236932840310e+00 8.855975633327697327e-01 2.014066216511082086e+00 2.316051453094001733e+00 -8.638420432590800946e-01 7.477608111009810266e-01 -8.297878829518955390e-01
2.000000000000000111e-01 -5.812048927757084149e-01 1.523166632109056229e+00 1.138969279809020740e+01 5.205044145747744766e-01 3.879330110797621911e-01 4.890293895472549224e+00 9.641895495286434414e-01 -7.350472763951455546e-01 1.373103499606344924e+00
2.000000000000000111e-01 1.889433289359344403e+00 1.812500552762086325e+00 3.407239960181601024e+00 -1.346412924791142940e+00 4.807539571478978147e-01 1.211502633407921969e+00 -5.460842563394595617e-01 -1.562379614909943371e+00 1.380396280783603880e+00
2.000000000000000111e-01 -1.907087217841169968e+00 -1.800356995903189539e+00 -1.047616672742964994e+00 1.853728221063542847e+00 -1.382374657376172156e+00 -2.530661456945134447e+00 8.297013594807493009e-01 2.265106253250432911e+00 9.937754100366300372e-03
2.000000000000000111e-01 -1.927540169940656867e+01 -4.161136184650823822e+01 1.329086304634255455e+01 -1.068049444306396900e+01 -2.193141769185808698e+01 7.460498525517601287e+00 5.503421260199654018e-03 -6.324108284545006953e-01 -1.983938834140225038e-01
2.000000000000000111e-01 1.263987857300321593e+00 -2.148463927058065492e-03 -5.207698422756850132e-01 -2.626553457867562891e+00 -1.777294983569602582e+00 2.719826610409443290e+00 1.185290918075305733e+00 1.180817650969794297e+00 4.342061600991873882e-01
2.000000000000000111e-01 1.254410890208407459e+00 3.912087337904981421e+00 6.572671472921616243e+00 -7.154203287378102516e-01 -3.100831585825045700e-01 2.329235168645288567e+00 6.301270386930696299e-01 -1.153803380428851000e+00 -5.839674396223903247e-02
2.000000000000000111e-01 5.493488988815355967e-01 -7.481217333539934289e-02 8.997082424847755888e+00 -9.236762334445159928e-01 1.627300022553054948e+00 2.128948743469898819e+00 4.819874889720659472e-01 6.233897045599963160e-01 7.806367264006173201e-01
2.000000000000000111e-01 -5.340504505261408852e+00 -8.773104399983436608e+00 -1.140942101415724785e+01 -2.493574725945532755e+00 -4.004732255068974567e+00 -5.156707576473794852e+00 -5.073469463042808991e-01 -1.432177634536540234e+00 -5.631686098712457289e-01
2.000000000000000111e-01 4.952759083512128790e-01 2.627395988919889458e-01 -5.345122526673690144e-01 1.277844818369456625e+00 2.199770903395219079e+00 7.331062896577003052e-01 1.112131061580115432e+00 -1.326002105085030414e-01 1.219961580377953547e+00
2.000000000000000111e-01 -3.137261162017276206e+01 -5.640261520545466034e+00 2.752722345397682346e+01 -2.221358955496524601e+01 -4.434070565552991283e+00 1.941511058121063371e+01 2.699041547263745788e-01 1.989345446514553695e+00 -2.737681246386168277e-01
2.000000000000000111e-01 -2.510802823835549091e+00 2.042572757904070890e+00 5.889994769172881561e+00 1.053935767151807479e+00 -6.785158822042802740e-01 2.172409343352574407e+00 -2.937911826042545194e+00 1.305695967249574041e+00 3.492309820269403620e-01
2.000000000000000111e-01 1.094830574270730494e+01 -1.556844364483314092e+00 -8.845574875720317864e-01 5.868313013584906201e+00 -5.703618404059791480e-01 -3.950692573460006241e-01 -7.536403006720584496e-01 -1.568655641053418592e-01 -1.413495907973157106e-01
2.000000000000000111e-01 3.814782151468483651e+00 -2.259011135021633088e+00 -4.051104053186704412e+00 5.515127369857395490e-01 5.300487234968103145e-01 -9.311937102143811318e-01 1.119353522796681794e-01 2.620936284584423070e+00 4.785062303361312108e-01
2.000000000000000111e-01 2.159298146017174957e+00 2.339367087195991601e+01 -2.852626543816955618e+01 1.125576778840087000e+00 1.335560201030491179e+01 -1.615489044300792543e+01 2.322625098397875565e+00 9.424909421025224887e-01 3.856692653494809275e-01
2.000000000000000111e-01 -1.739540977497281204e+01 -1.580354384863546890e+01 1.749741392218151148e+01 -1.082343337150649809e+01 -9.813460737431405789e+00 1.043925230470629373e+01 -7.799893016850598104e-02 -3.623660123757801999e-01 9.463559795580524237e-02
2.000000000000000111e-01 8.887984944520950226e-01 6.242778541466191822e-01 -2.241539285784978741e+00 2.705590994774704328e+00 -2.455315871149212903e+00 -3.280162655634119018e-01 -2.822203611955039215e-01 -3.743734202435109598e-02 6.932200910895870427e-01
2.000000000000000111e-01 2.485990460704970317e+00 3.800470447352655601e+00 6.365630405260241709e+00 7.382011434575339592e+00 6.418432278715118677e+00 6.863357712261421995e+00 1.092051761507943697e+00 -1.776818162249802213e-01 -1.957260997796935964e+00
2.000000000000000111e-01 -5.398789855985829611e+00 5.202244362626827545e+00 5.486149565753762225e+00 -1.275878739627809066e+00 2.637801316191591638e+00 2.627201187557418383e+00 -1.664407931597272627e-01 -9.650068241224063481e-01 3.546644428898021451e-01
2.000000000000000111e-01 -3.636088445286074666e+00 -3.846098829047593259e+00 -3.855677262832137853e+00 -1.593272508598893911e+00 -5.053846824466897480e+00 -9.207243833704863434e+00 1.614489561108785332e-01 -5.663598480014984116e-01 -1.317715235282914538e-02
2.000000000000000111e-01 -9.238846953409748153e+00 1.396062030183169789e+01 2.200052161659851890e+01 -5.177624642558511958e+00 7.400051059172082724e+00 1.188882787575784583e+01 6.295661757179298323e-01 -1.537997823929941443e+00 3.874429109039332908e-01
2.000000000000000111e-01 -4.220885289084173597e-01 4.481836735929875526e-01 -1.446396610213590339e+00 3.198244201624439675e+00 -2.351444265242100595e+00 -8.727169691389116135e-01 1.218003542201554712e+00 2.790102563485865605e-01 -9.241176421201500180e-01
2.000000000000000111e-01 1.136711165121698341e+00 -7.387940782034981835e-01 -9.445585249698702501e-01 9.938926916436004788e+00 -2.414457214678244201e-01 -5.831120763217369607e+00 1.613871496129092753e+00 6.812046624892643676e-01 -6.590206085151249261e-03
2.000000000000000111e-01 -1.506805073260290451e+00 -4.385512341196265318e+00 -3.630119352172406888e+00 -1.320579552292855396e+00 7.383799361233912562e-01 -6.172731883322123414e-01 -5.432097655884298160e-01 8.423833018329252020e-01 -1.494328948952003411e-01
2.000000000000000111e-01 6.661413198187005058e+00 -4.753760431435154032e+00 -1.348868762306667080e+01 3.226470126568309116e+00 -9.232421372509047597e-01 -6.474019645274742274e+00 -8.719875287864491120e-02 -3.539668042882763155e-01 5.144601091997094144e-01
2.000000000000000111e-01 -5.646104366702178190e-01 -3.905377361846816830e-01 3.945304655088207602e-01 1.574630412911986799e+00 -3.224953918780147921e-01 6.898858250564213535e+00 2.974928503074385500e-01 1.880010619296722807e-01 1.301228515883393833e+00
2.000000000000000111e-01 -1.309215953564186963e+00 7.532061704831183313e-02 -2.289714988734650181e+00 5.875795246413744177e-01 1.737534969405636565e+00 -1.182354424224890677e+00 9.941663314276857899e-02 -1.730516482962342284e+00 1.597179739205750515e+00
2.000000000000000111e-01 -2.005548176953953377e+00 -1.609628896595478587e+00 -9.031393959512484804e-01 -1.508075673325048438e+00 4.548675851221994471e+00 -1.754529090337380692e+00 3.571589793730877149e-01 5.647964869292386725e-01 -5.523340820094913006e-01
2.000000000000000111e-01 2.449090691283145327e-01 -3.218670428548253248e+00 1.467592310067384442e+00 2.923212032072262101e+00 -2.188360157021839392e+00 8.152253373337162712e-01 -1.931708422166933392e-01 -5.189179524242124586e-01 -1.345254381590285479e-02
2.000000000000000111e-01 -1.039538425416903999e+00 -8.348493973016570813e-01 7.952043479678903015e-01 -6.895436543902804694e+00 -1.972810270576071945e+00 7.432576151571779199e+00 -9.242347930784594601e-01 7.576997478856134505e-02 -1.392233521600583779e-01
2.000000000000000111e-01 -3.072119670008018666e+00 -1.098155711176202143e+00 -3.063976026035150291e+00 6.868392695710742180e-01 6.206920255600323344e-02 2.119524325493168382e-01 5.957694771162939107e-01 6.344032431227376589e-01 1.694406892158661637e-01
2.000000000000000111e-01 2.010876595692548285e+00 -1.101170006376471333e+00 6.021761026839566711e+00 7.224063292407842951e-01 6.699075601141567526e-01 1.095272216607121596e+00 -1.336421660492691510e+00 -7.612067198992983341e-01 -2.184442207875056940e-01
2.000000000000000111e-01 -2.224393257390912382e+01 1.227021291840847539e+01 1.684151388423098084e+00 -1.419700440468820446e+01 7.817887324708191699e+00 4.708116411324766437e-01 1.830918505940636765e+00 1.181604583309558532e+00 -1.100132766297575060e+00
