# Total Kinetic Energy: 25060.054017190858 J
# Total Potential Energy: -34664.021413845534 J
# Total Energy: -9603.967396654676 J
# mass x y z vx vy vz ax ay az
1.000000000000000056e-01 -3.622863939444134068e-02 -4.056374758820922022e-01 1.423191616513359292e-01 -1.806953276990616253e+00 -8.340374918896997780e-02 1.257560219636221444e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -4.764142700527894680e-01 6.370475394868568841e-01 -7.715892093461481638e-01 9.349519339673755258e-01 -8.909583869760580033e-01 1.165429050947384804e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.595868060721125303e+00 7.163875381456736857e-01 7.615619370291663026e-01 -1.722798415716521703e+00 -6.893984281722723706e-01 -6.313571366499396431e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -8.666494237288997760e-02 -1.028576779735143054e+00 8.858559709777279467e-01 3.592685847644832009e-01 1.189221490019782168e+00 -1.216089617408749435e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 6.111707647423013645e-01 4.966245796098304743e-01 2.932456596869588705e-01 4.506894661424717619e+00 -2.166746475570477060e+00 1.745434641004781628e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.529077278961889885e-02 8.126118954025226548e-01 -7.156540020384865031e-01 -6.311599513576834908e-02 -1.324535579934407181e+00 1.496139324272618865e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -2.274575667801564949e-01 9.163500290963497164e-02 -1.461100068741309765e-01 1.389335447786277378e+00 6.211865915926511467e-02 3.046497395592433488e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -8.275194507228033070e-01 2.282949402740494793e-01 -7.624260718382360746e-01 1.110786201052866184e+00 -2.957623168795295854e-01 9.447076572386444715e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.273782490022513370e-01 1.254729201288003360e+00 5.893060992600750447e-01 2.269042854619708338e-01 -1.464156603463255379e+00 -6.993887279420818448e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.064373507548744824e+00 8.999873273212832814e-01 -3.674462537586731248e-02 -2.216020279899434176e+00 -1.956541115477755666e-01 -1.124445319867078075e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 9.123651652849040783e-01 2.763979682396100479e+00 -1.725260328868539195e-01 3.199917392259782112e+00 7.285838643741837650e+00 2.051051471066443366e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.817273601015755413e-01 3.402195518512589056e-01 1.284068476723048802e+00 -2.526001406063377863e-01 -4.321276647153365902e-01 -1.435434994318036894e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.214980714015723273e-01 -3.158203721787288809e-01 1.842543332369550590e-01 -1.720711761585122623e+00 1.974372758052412857e+00 1.214132808434742472e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 7.695730350673453124e-01 -9.120730068991077522e-01 1.143622086761253875e+00 -7.645098709987442342e-01 1.281655012278752226e+00 -9.232674740708171068e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.310323850643848459e-02 4.338162533867643833e-01 2.627240031020203204e-02 -2.681916913556310345e-01 -7.959403233732512684e-01 1.101889708644257171e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.002901343461799488e-01 -8.977529667577045513e-01 1.200522097114415515e-01 9.852225430532571826e-01 2.424767654811774698e+00 2.465280505062052707e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.241008615261005588e+00 1.768872265754136142e-01 -7.108581666055998616e-01 -1.132367542189467002e+00 -2.721724039615754931e-01 1.062195948549012892e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.505983915680709329e-01 -1.817148955112144026e+00 -1.910889655498758000e+00 -2.378392998799979674e-01 5.053489087571452210e-01 4.622957710763698769e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
