# Total Kinetic Energy: 25133.646102067945 J
# Total Potential Energy: -35412.864517436166 J
# Total Energy: -10279.218415368221 J
# mass x y z vx vy vz ax ay az
1.000000000000000056e-01 -7.204387355895129630e-02 -4.075385041419418708e-01 1.684253651449268419e-01 -1.779101220077434986e+00 -1.163780917566448886e-01 1.363036533928349447e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -4.573614591621704695e-01 6.189021222305244319e-01 -7.478298987910054763e-01 9.705598748727575220e-01 -9.238727244834156194e-01 1.210857794936835985e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.560764149020843039e+00 7.023196445383358411e-01 7.487032138326893405e-01 -1.788219849913956550e+00 -7.178874068691445398e-01 -6.548894028399239176e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -7.932484395045645564e-02 -1.004291843865160017e+00 8.610562838229884886e-01 3.747918460646802452e-01 1.239612462927141001e+00 -1.264244585685325273e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 7.007191622740919223e-01 4.521220895628834668e-01 2.967799499931423335e-01 4.447048557677133473e+00 -2.293853222949870041e+00 1.735730563157670270e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.409467441886027406e-02 7.855864730637951432e-01 -6.851115300407796260e-01 -5.640909134531256475e-02 -1.378408919177106062e+00 1.558658456126624348e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.988204341894963534e-01 9.291006152625745640e-02 -1.396409218754134651e-01 1.475951419642008933e+00 6.565852458137388936e-02 3.433917058230839814e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -8.048457006452434115e-01 2.222524471670596635e-01 -7.432033919412488476e-01 1.156948079611074487e+00 -3.085854968651738917e-01 9.778004671439906037e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.320329538241463430e-01 1.224877004509348222e+00 5.750631604983231782e-01 2.386670555107624769e-01 -1.521434113553679079e+00 -7.249794133668632234e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.108351371981759925e+00 8.957605278203696342e-01 -5.919000571622951012e-02 -2.181736250656590936e+00 -2.271004939922700028e-01 -1.119831963062383196e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 9.763066111919922463e-01 2.909498348653615452e+00 -1.314808730498161216e-01 3.194303121064798301e+00 7.266362086953586541e+00 2.053367197872361327e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.766764415249579945e-01 3.314149376374025402e-01 1.254727729539369285e+00 -2.520464824161232631e-01 -4.486196985161125528e-01 -1.499384582465788984e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.074125023317297867e-01 -2.789524701054755251e-01 1.772951203174731039e-01 -4.342334071849107691e-02 1.452061014584038912e+00 -2.399792611665693409e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 7.539881896227654812e-01 -8.859501948744774591e-01 1.124758690855932830e+00 -7.941272181488052695e-01 1.330851634462869582e+00 -9.632906408688771682e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -2.156798955733026449e-02 4.142874039307066769e-01 4.894366233567752633e-02 -5.975032147480188183e-01 -1.219844797225430488e+00 1.119993126979690334e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -8.003489837526918393e-02 -8.477765023077314943e-01 1.252898765608790044e-01 1.040515078706677699e+00 2.576210880045274543e+00 2.789565999512946259e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.217922800660232951e+00 1.713645627027667317e-01 -6.891857677910395719e-01 -1.176482770999651706e+00 -2.801152567084676526e-01 1.105363443502478393e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.457813984672670760e-01 -1.806892090020935315e+00 -1.901505957103756916e+00 -2.438504010355724561e-01 5.203809066029733144e-01 4.761026744376087305e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 6.133224058483403018e-01 1.557621390693856092e-02 2.251035591603229302e-01 -1.167755200149010741e-02 2.756786971114154050e-01 8.139122502945584925e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.203564863286778197e-01 1.475225165357463286e+00 1.033304886638203995e-01 3.211224588253198675e-01 -1.157986327468393695e+00 9.446339629076225264e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.583641811141676126e+00 -3.440304445347319717e-01 5.466004707330713863e-01 -1.367382430942555960e+00 4.761510456322529672e-01 -3.032540466547586910e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -5.499310987559455910e-01 -3.463974040556321299e-01 -7.867165758132542708e-01 1.065231152973214135e+00 8.809512725825543455e-01 3.080613704379835949e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.322952949826674551e+00 5.986249020119609465e-01 6.545006762353485774e-01 -8.435964281598186121e-01 -9.861029004107813023e-01 -5.902793934067055437e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.762848677189065849e-01 5.197971548038434753e-01 -8.241200358057794439e-02 7.199218271705820626e-01 -7.029890577910137273e-01 -2.695848578380870553e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.982856755826302719e-01 1.752439613814080477e-01 4.317231256217732988e-02 -1.707719578364652158e+00 -5.893894561475392091e-02 -4.808353056147235960e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 4.657353288959018567e-01 -1.121555574988885251e+00 -2.445690131952539481e+00 -9.330862747038294602e-02 2.604674396215670984e-01 7.042997227444803832e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 2.679086736997547957e-01 -5.186776272392005227e-01 1.273988426202254942e+00 9.851115676598464210e-01 4.118047857369674380e-01 2.388228904884019510e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
