# Total Kinetic Energy: 24442.27881463062 J
# Total Potential Energy: -31827.749639913236 J
# Total Energy: -7385.470825282617 J
# mass x y z vx vy vz ax ay az
1.000000000000000056e-01 1.837252426708874953e-01 -3.914148451178996457e-01 2.556240232401921220e-02 -2.225311549596908911e+00 -1.939960160966368308e-01 8.778492809734885771e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -5.692743239171764724e-01 7.261147438408115384e-01 -8.873122800197601467e-01 7.577369808973708487e-01 -7.341338827511388887e-01 9.461582630187590492e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.767877580596626474e+00 7.852227351456785298e-01 8.251323873702542944e-01 -1.418361546126864603e+00 -5.706518598053774705e-01 -5.311171990231099427e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.216839494134427102e-01 -1.145372344548629018e+00 1.006314348800540825e+00 2.791632683526133474e-01 9.421648712844062912e-01 -9.808028528407674029e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.042090258976991479e-01 7.077044690641182134e-01 2.789675252717064291e-01 4.632494998348340332e+00 -1.709116651953110910e+00 1.614760730420606027e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 9.371711999805563964e-02 9.434661163301941711e-01 -8.632914401753527534e-01 -8.543227649250660638e-02 -1.064221510014967897e+00 1.199769815758731539e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -3.591567637646062017e-01 8.535861994167386058e-02 -1.713820739277067406e-01 1.032052018635184032e+00 5.271160109656355952e-02 1.716647937169301641e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -9.370272542967973406e-01 2.572560092581168689e-01 -8.572240536266051425e-01 8.878044109852608612e-01 -2.321686481420600634e-01 7.843456313045130690e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.055315837194115980e-01 1.399867174735022868e+00 6.587381180072670039e-01 1.738222476229427660e-01 -1.183573606197789729e+00 -5.636679282566920968e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -8.098414135922255008e-01 9.123417089371677058e-01 8.730814504154472966e-02 -2.417973301532632124e+00 -3.050426713822061708e-02 -1.124340964727897019e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 5.583189514809704379e-01 1.954740228811705505e+00 -3.967659070574492408e-01 3.238881460107767118e+00 7.446312401006239590e+00 2.017257716016198188e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 4.072469428329629770e-01 3.832967293375555973e-01 1.425810928587663007e+00 -2.013638784545274951e-01 -3.510598825512473709e-01 -1.157376691046316353e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.761185844234486431e-01 -4.349077284844862779e-01 8.715312880012275609e-02 -1.268660061616002088e-01 1.031370828022702302e+00 5.089171374958969540e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.453466183766940034e-01 -1.039137844348254180e+00 1.233984140147144748e+00 -6.173774340725014520e-01 1.035256838295239401e+00 -7.260523482751400914e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.601036519379547135e-02 5.081805917254730298e-01 -4.282504501257392709e-02 4.803324348886352929e-02 -9.255374531327157372e-01 7.366900009293408935e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
