# Total Kinetic Energy: 25969.37214873153 J
# Total Potential Energy: -42214.88040583928 J
# Total Energy: -16245.508257107747 J
# mass x y z vx vy vz ax ay az
1.000000000000000056e-01 -2.272328383118258355e-01 -4.486176659532332134e-01 3.674219926480866150e-01 -5.223928801360475660e-01 -2.567694274082647499e-01 1.383458201401477350e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -3.140941236444987905e-01 4.824535270663914965e-01 -5.681255374970735073e-01 1.250783586211519749e+00 -1.194764389770240021e+00 1.579576941008644431e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.295808685437114693e+00 5.918261202830414902e-01 6.499785432661365769e-01 -2.319820331246135847e+00 -1.031859363954246378e+00 -8.965749718083858566e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -2.358428424997440279e-02 -8.188228296952093643e-01 6.733729756453231685e-01 4.857476618679164027e-01 1.639570125145040080e+00 -1.645897967386370508e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.226025512726996114e+00 1.147979505850238169e-01 3.090305832117146712e-01 3.657754077215368049e+00 -2.710547526705648025e+00 2.621264268574861889e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.029923069377968570e-02 5.796214038679411429e-01 -4.512400091733241858e-01 6.950221481271091906e-03 -1.827274718526001207e+00 2.079919085788953126e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 4.660012369723429138e-02 1.155481220351118332e-01 -5.941924894867725571e-02 2.362304078791127804e+00 6.255748942370398247e-01 1.248642629543131433e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -6.318946707070511870e-01 1.758217099138573714e-01 -6.001635235190795337e-01 1.527987808020744076e+00 -4.130968817353989353e-01 1.237823116120240874e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.687696083957430648e-01 1.000119548075033782e+00 4.690429721191344270e-01 3.308545272301329221e-01 -1.958563369117596986e+00 -9.184156039025072049e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.376696427909551712e+00 8.534851355764623282e-01 -2.014285565721297688e-01 -1.942372187140480655e+00 -4.131502129337390472e-01 -1.063800898292896369e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.389609419452245254e+00 3.847666334770779795e+00 1.359703481886457843e-01 3.166259509098652281e+00 7.175436513201665534e+00 2.059322600562766503e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.455840423167495512e-01 2.644035304286666554e-01 1.027745056118497535e+00 -2.249833502778320338e-01 -5.917084472646205739e-01 -2.029927001835063027e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.138154774520074686e-02 -6.099724920628421532e-02 4.693150958529631600e-01 -1.715573309260629120e+00 1.982957981687379245e+00 1.732996354859718480e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 6.373952702345233590e-01 -6.908864744149485482e-01 9.808015561513822034e-01 -1.003274815727297931e+00 1.676368562668126172e+00 -1.267610223793407931e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 5.441937768890165589e-02 1.872766005221016272e-01 3.211196757106175859e-02 1.287093301187406169e+00 -1.753053544254242535e+00 -5.162874407294552048e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 9.505153497516920236e-02 -4.008118585800029554e-01 1.968311944020008641e-01 2.069363882074024552e+00 4.918920925059971694e+00 1.194971751863310283e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.043973629444713502e+00 1.315205055955069591e-01 -5.245439714328092862e-01 -1.519661021207497464e+00 -3.325539830151813536e-01 1.449269418001920551e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.116442758673043656e-01 -1.732584137939130686e+00 -1.833592189488569613e+00 -2.804476991202253244e-01 6.248150367850824338e-01 5.697698317952054614e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 5.690583011710209638e-01 4.571134565234456076e-02 3.101062577088903871e-01 -8.639420357288425389e-01 4.010271469002784084e-01 4.566096779504632552e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.655845944481614818e-01 1.298379704719342609e+00 1.173808792551677693e-01 3.789504781975963077e-01 -1.580190481427829807e+00 1.203892298001527777e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.381090069358603456e+00 -2.731391384694569768e-01 5.009492778605882934e-01 -1.770411322977159641e+00 6.301377759080366570e-01 -4.113149245758028205e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -4.288396213184167416e-01 -2.527751830499848085e-01 -7.412001719574018432e-01 5.439403870993190226e-01 9.886174858577176372e-02 6.892537768234882067e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.195108964438478472e+00 4.643707011928974171e-01 5.724418022451559507e-01 -1.126443809138391261e+00 -1.062093966795073507e+00 -6.744744772438517888e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 2.734568618893773451e-01 3.368941829460588844e-01 -3.089512107766687055e-04 -1.583155280764255712e-01 -2.054394826776967609e+00 9.739057385424504387e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.336175034113288793e-02 1.722971400184303281e-01 5.989535063958368807e-04 -1.088238220821342361e+00 4.628434481862142569e-01 -1.484564353617169041e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
